# Human_geneid	Human_ids	Mouse_geneid	Mouse_ids
5493	O60437,ENST00000345988	19041	ENSMUST00000035672,Q9R269
5494	P35813-2,P35813-3,ENST00000395076,P35813,ENST00000325642,ENST00000325658	19042	ENSMUST00000021514,P49443
5495	O75688-5,ENST00000378551,O75688-3,ENST00000378540,O75688-2,O75688,ENST00000345249,ENST00000409432,O75688-4,ENST00000282412	19043	P36993,ENSMUST00000234540,ENSMUST00000112304,ENSMUST00000112305,ENSMUST00000234332,ENSMUST00000080217,P36993-4,P36993-3,P36993-5
5496	O15355,ENST00000344034	14208	ENSMUST00000031032,Q61074
5498	ENST00000367999,ENST00000352210,ENST00000652103,ENST00000652182,P50336	19044	P51175,ENSMUST00000073120
5499	ENST00000312989,ENST00000376745,P62136-2,P62136-3,P62136,ENST00000358239	19045	ENSMUST00000046094,P62137
5500	P62140,ENST00000395366	19046	P62141,ENSMUST00000015100
5501	ENST00000340766,P36873,ENST00000335007,P36873-2	19047	P63087,ENSMUST00000102528,P63087-2
5502	Q13522,ENST00000257905	58200	ENSMUST00000023133,Q9ERT9
5504	ENST00000438848,P41236,ENST00000618156	66849	ENSMUST00000060188,Q9DCL8
5506	ENST00000284601,Q16821-2,Q16821	140491	ENSMUST00000045096,Q99MR9
5507	ENST00000238994,Q9UQK1	53412	ENSMUST00000087321,Q7TMB3
5510	ENST00000450367,ENST00000401987,Q15435-5,Q15435-4,ENST00000272983,ENST00000402734,Q15435,ENST00000234038,ENST00000423280,Q15435-3,Q15435-2,ENST00000406106	66385	ENSMUST00000027494,Q3UM45
5511	Q12972-3,ENST00000373931,Q12972-2,ENST00000311772,Q12972,ENST00000236412	100336	ENSMUST00000030702,Q8R3G1,ENSMUST00000105919
5514	ENST00000376511,Q96QC0	52040	ENSMUST00000087211,Q80W00-2,ENSMUST00000087210,Q80W00
5515	P67775,P67775-2,ENST00000481195	19052	P63330,ENSMUST00000020608
5516	P62714,ENST00000221138	19053	ENSMUST00000009774,P62715
5518	ENST00000462990,ENST00000322088,P30153	51792	ENSMUST00000007708,Q76MZ3
5519	P30154-5,ENST00000393055,ENST00000311129,ENST00000527614,ENST00000341980,P30154-4,ENST00000426998,P30154,P30154-3,P30154-2	73699	ENSMUST00000174628,ENSMUST00000034560,Q7TNP2,ENSMUST00000114437
5520	ENST00000380737,P63151-2,P63151,ENST00000667651,ENST00000315985,ENST00000665949	71978	Q6P1F6,ENSMUST00000225380,ENSMUST00000089230
5521	Q00005-7,Q00005,ENST00000394414,Q00005-6,ENST00000508545,ENST00000336640,Q00005-3,ENST00000394411,Q00005-4,Q00005-2,ENST00000504198,Q00005-5,ENST00000394413,ENST00000453001	72930	Q6ZWR4-3,ENSMUST00000025377,Q6ZWR4-2,Q6ZWR4
5522	ENST00000382599,ENST00000506140,ENST00000507294,Q9Y2T4-2,Q9Y2T4,ENST00000515571,ENST00000335585,Q9Y2T4-4,Q9Y2T4-3	269643	Q8BG02,ENSMUST00000031003
5523	ENST00000490467,ENST00000334546,Q06190-2,Q06190-3,ENST00000264977,Q06190	235542	ENSMUST00000075941,ENSMUST00000066773
5524	Q15257-3,Q15257-4,ENST00000337738,ENST00000452489,ENST00000357197,ENST00000393370,Q15257-2,ENST00000358994,ENST00000355007,Q15257	110854	P58389,ENSMUST00000042055
5525	Q15172,ENST00000537030,Q15172-2,ENST00000261461	226849	Q6PD03,ENSMUST00000067976
5526	ENST00000164133,Q15173-2,Q15173	225849	Q6PD28,ENSMUST00000025695
5527	Q13362-2,Q13362-5,ENST00000422945,ENST00000334743,ENST00000328724,ENST00000350249,Q13362-4,ENST00000445439,Q13362,Q13362-3	26931	Q60996,ENSMUST00000084985,Q60996-4,Q60996-2,ENSMUST00000221715,Q60996-3,ENSMUST00000109832,ENSMUST00000221074
5528	Q14738,ENST00000485511,Q14738-2,ENST00000394110,ENST00000461010,Q14738-3	21770	ENSMUST00000233988,ENSMUST00000002839
5529	ENST00000555899,Q16537-3,ENST00000556878,ENST00000422769,Q16537,Q16537-2,ENST00000337537	26932	Q61151,ENSMUST00000021447
5530	Q08209-4,ENST00000323055,Q08209-3,Q08209-2,ENST00000507176,ENST00000394853,Q08209,Q08209-5,ENST00000394854	19055	ENSMUST00000056758,P63328,ENSMUST00000070198,P63328-2
5531	P60510,ENST00000279387,ENST00000562664	56420	ENSMUST00000032936,P97470,ENSMUST00000206570
5532	P16298,P16298-4,P16298-2,ENST00000394828,ENST00000394829,P16298-3,ENST00000360663	19056	ENSMUST00000161445,P48453,ENSMUST00000159027,ENSMUST00000022355,P48453-2
5533	ENST00000289963,ENST00000240139,P48454,P48454-3,P48454-2,ENST00000397775	19057	ENSMUST00000078434,P48455,ENSMUST00000228265,ENSMUST00000228911
5534	ENST00000234310,P63098	19058	Q63810,ENSMUST00000102880,Q63810-2
5535	ENST00000374806,Q96LZ3	19059	Q63811,ENSMUST00000029991
5536	P53041,ENST00000012443	19060	ENSMUST00000003183,Q60676
5537	O00743-2,O00743,ENST00000451402,ENST00000373547,O00743-3,ENST00000415905	67857	Q9CQR6,ENSMUST00000028087
5539	ENST00000225992,P01298,P01298-2	19064	ENSMUST00000017460,P10601
5546	Q92733,ENST00000271526	94315	ENSMUST00000005015
5547	ENST00000393399,P42785,P42785-2,ENST00000313010	72461	ENSMUST00000076052,Q7TMR0-2,Q7TMR0
5549	ENST00000343110,P51888	116847	Q9JK53,ENSMUST00000048432
5550	P48147,ENST00000652536	19072	ENSMUST00000099858,Q9QUR6
5551	P14222,ENST00000441259,ENST00000373209	18646	P10820,ENSMUST00000219375
5552	P10124,ENST00000242465	19073	ENSMUST00000160987,P13609,ENSMUST00000020271
5553	P13727-2,ENST00000533605,ENST00000525955,ENST00000311862,P13727	19074	Q61878,ENSMUST00000028467
5557	ENST00000338193,P49642	19075	P20664,ENSMUST00000026461
5558	ENST00000274891,ENST00000370687,ENST00000615550,P49643,P49643-2	19076	ENSMUST00000027312,P33610
5562	ENST00000296800,ENST00000354209,ENST00000397128,Q13131,Q13131-2	105787	ENSMUST00000051186,Q5EG47
5563	ENST00000371244,P54646	108079	Q8BRK8,ENSMUST00000030243
5564	Q9Y478,ENST00000229328,ENST00000541640	19079	Q9R078,ENSMUST00000031486
5565	O43741-2,O43741,ENST00000254101	108097	ENSMUST00000045743,Q6PAM0
5566	P17612,P17612-2,ENST00000587372,ENST00000308677,ENST00000589994,ENST00000350356	18747	P05132,ENSMUST00000005606,P05132-2,ENSMUST00000211558
5567	ENST00000614872,ENST00000394839,P22694-5,P22694-8,ENST00000370688,P22694-6,ENST00000370689,ENST00000432111,ENST00000370684,ENST00000370682,ENST00000446538,P22694,ENST00000370685,P22694-9,P22694-10,ENST00000610703,P22694-3,P22694-4,ENST00000417530,P22694-2,P22694-7,ENST00000413538,ENST00000610457,ENST00000370680	18749	P68181-4,P68181,ENSMUST00000005164,P68181-3,P68181-2,ENSMUST00000102515,ENSMUST00000106137,ENSMUST00000106138
5569	ENST00000396418,ENST00000518467,P61925,ENST00000352966	18767	P63248,ENSMUST00000028999
5570	ENST00000354275,ENST00000368452,ENST00000392491,Q9C010,ENST00000615438,ENST00000258014,Q9C010-2,ENST00000392490	18768	ENSMUST00000177473,ENSMUST00000066028,ENSMUST00000177325,ENSMUST00000095668,ENSMUST00000075992,ENSMUST00000175852
5571	P54619-3,ENST00000552212,ENST00000316299,P54619-2,P54619,ENST00000548065	19082	ENSMUST00000168846,O54950
5573	ENST00000588188,P10644,ENST00000586397,ENST00000536854,P10644-2,ENST00000589228,ENST00000358598	19084	Q9DBC7,ENSMUST00000049527
5575	ENST00000360274,ENST00000400758,ENST00000406797,ENST00000403562,P31321	19085	ENSMUST00000110890,ENSMUST00000026973,ENSMUST00000110889,P12849
5576	P13861-2,ENST00000454963,P13861,ENST00000265563,ENST00000296446	19087	ENSMUST00000035220
5577	P31323,ENST00000265717	19088	ENSMUST00000146865,ENSMUST00000036497,ENSMUST00000003079,P31324
5578	P17252,ENST00000578063,ENST00000413366	18750	P20444,ENSMUST00000059595
5579	ENST00000643927,ENST00000321728,P05771-2,P05771	18751	ENSMUST00000064989,ENSMUST00000064921,P68404-2,P68404
5580	ENST00000650739,ENST00000652449,Q05655-2,ENST00000330452,ENST00000394729,Q05655	18753	P28867,P28867-2,ENSMUST00000022521,ENSMUST00000112210,ENSMUST00000112202
5581	Q02156,ENST00000306156	18754	ENSMUST00000097275,P16054
5582	P05129-2,ENST00000263431,P05129	18752	P63318,ENSMUST00000172109,ENSMUST00000100301
5583	ENST00000332981,P24723,ENST00000555082,P24723-2	18755	ENSMUST00000021527,P23298
5584	ENST00000295797,P41743	18759	Q62074,ENSMUST00000108249
5585	Q16512-3,Q16512,ENST00000242783,Q16512-2,ENST00000342216	320795	P70268-2,ENSMUST00000144258,P70268,ENSMUST00000005616
5586	Q16513-5,Q16513-3,ENST00000370521,Q16513-2,Q16513,ENST00000370513,Q16513-4	109333	Q8BWW9-2,Q8BWW9-3,ENSMUST00000043812,Q8BWW9
5587	Q15139,ENST00000331968	18760	ENSMUST00000002765,Q62101
5588	Q04759-3,ENST00000397176,Q04759-2,ENST00000539722,ENST00000263125,Q04759	18761	ENSMUST00000195628,Q02111,ENSMUST00000028118
5589	ENST00000592741,ENST00000591462,P14314-2,P14314,ENST00000587327,ENST00000589838	19089	O08795-2,ENSMUST00000003493,O08795,ENSMUST00000115331,ENSMUST00000216344
5590	Q05513,ENST00000378567,ENST00000461106,ENST00000479263,Q05513-2,ENST00000478770,ENST00000400921,Q05513-3	18762	Q02956-2,ENSMUST00000103178,ENSMUST00000030922,Q02956
5591	ENST00000338368,ENST00000314191,P78527-2,P78527	19090	P97313-2,P97313,ENSMUST00000023352
5592	Q13976,Q13976-2,ENST00000373976,ENST00000401604,ENST00000373980,Q13976-3	19091	P0C605-2,ENSMUST00000073581,P0C605,ENSMUST00000065067
5593	ENST00000264399,ENST00000628926,Q13237,ENST00000395578,Q13237-2	19092	ENSMUST00000161490
5594	ENST00000215832,P28482,P28482-2,ENST00000398822	26413	ENSMUST00000069107,ENSMUST00000232611,P63085,ENSMUST00000115731
5595	ENST00000395199,ENST00000322266,ENST00000263025,P27361,P27361-2,P27361-3	26417	ENSMUST00000057669,Q63844
5596	P31152,ENST00000592595,ENST00000540640,ENST00000400384	225724	Q6P5G0,ENSMUST00000091851
5597	Q16659,ENST00000261845	50772	Q61532,ENSMUST00000049355
5598	ENST00000308406,Q13164-4,ENST00000299612,Q13164,ENST00000395602,ENST00000395604,Q13164-2,Q13164-3	23939	Q9WVS8,Q9WVS8-4,Q9WVS8-3,ENSMUST00000101085,Q9WVS8-5,ENSMUST00000079080,Q9WVS8-2,ENSMUST00000152755,ENSMUST00000108714,ENSMUST00000125840
5599	ENST00000374189,ENST00000360332,P45983,P45983-2,P45983-3,ENST00000374182,ENST00000395611,ENST00000374179,P45983-4,P45983-5	26419	ENSMUST00000111944,ENSMUST00000022504,ENSMUST00000111945,ENSMUST00000111943,Q91Y86
5600	Q15759-3,Q15759,ENST00000330651	19094	Q9WUI1,ENSMUST00000088823
5601	ENST00000455781,ENST00000452135,P45984-2,P45984-4,ENST00000539014,ENST00000425491,ENST00000393360,ENST00000343111,P45984-5,P45984-3,P45984	26420	Q9WTU6,Q9WTU6-2,Q9WTU6-3,Q9WTU6-4,ENSMUST00000020634
5602	ENST00000449047,ENST00000641983,ENST00000642038,ENST00000641881,ENST00000641047,ENST00000359221,ENST00000641208,ENST00000640970,ENST00000642015,ENST00000395169,ENST00000642023,ENST00000641170,ENST00000641462,ENST00000641737,ENST00000641066,ENST00000395157,ENST00000641166,ENST00000641050,ENST00000641952,ENST00000638313,ENST00000641989,ENST00000641767,ENST00000641607,ENST00000641803,ENST00000641157,ENST00000640858,ENST00000641718,P53779-3,ENST00000511167,ENST00000395166,ENST00000638225,ENST00000641862,ENST00000512689,ENST00000639242,P53779-2,P53779,ENST00000641553,ENST00000641384	26414	Q61831-2,ENSMUST00000086854,Q61831,ENSMUST00000112846
5603	O15264-2,ENST00000211287,O15264,ENST00000373766	26415	ENSMUST00000233984,Q9Z1B7
5604	Q02750,Q02750-2,ENST00000566326,ENST00000307102	26395	ENSMUST00000005066,P31938
5605	ENST00000262948,P36507	26396	ENSMUST00000143517,Q63932,ENSMUST00000105331
5606	P46734-3,ENST00000342679,ENST00000613338,ENST00000316920,P46734,P46734-2	26397	ENSMUST00000019076,O09110,O09110-2,ENSMUST00000130269
5607	ENST00000178640,ENST00000395476,Q13163-4,Q13163,Q13163-2,ENST00000354498,Q13163-3	23938	ENSMUST00000034920,Q9WVS7-4,Q9WVS7-3,Q9WVS7,Q9WVS7-2
5608	ENST00000590474,ENST00000589647,P52564-2,P52564	26399	P70236,ENSMUST00000100260,ENSMUST00000020949,ENSMUST00000146084
5609	O14733-2,O14733,ENST00000397979,ENST00000397983,O14733-4,ENST00000397981,O14733-3	26400	ENSMUST00000003027,Q8CE90-3,Q8CE90-6,ENSMUST00000110999,Q8CE90-4,ENSMUST00000110998,Q8CE90-5,Q8CE90-2,ENSMUST00000062686,Q8CE90-8,Q8CE90-7,ENSMUST00000110995,Q8CE90,ENSMUST00000110994
5610	P19525-2,ENST00000405334,P19525,ENST00000233057	19106	Q03963,ENSMUST00000024884
5611	Q13217,ENST00000602402	100037258	Q91YW3,ENSMUST00000022734
5612	ENST00000260045,O43422-2,O43422	72981	Q9CUX1,ENSMUST00000033009
5613	ENST00000262848,P51817	19108	ENSMUST00000036333,Q922R0
5618	P16471-2,P16471-8,P16471-5,P16471-4,P16471-9,P16471-6,P16471-3,P16471,ENST00000618625,P16471-7,ENST00000618457	19116	ENSMUST00000137867,Q08501-3,ENSMUST00000128921,Q08501,ENSMUST00000124470,Q08501-2,ENSMUST00000128450
5619	P04553,ENST00000312511	19118	ENSMUST00000023144,P02319
5620	P04554-2,ENST00000241808,ENST00000435245,P04554	19119	ENSMUST00000037996,P07978
5621	ENST00000424424,ENST00000430350,F7VJQ1,ENST00000379440,P04156,ENST00000457586	19122	P04925,ENSMUST00000091288
5623	ENST00000245810,O60542	19197	ENSMUST00000002740
5624	P04070-2,P04070,ENST00000234071	19123	ENSMUST00000234651,ENSMUST00000171765,P33587
5625	O43272,O43272-1,ENST00000357068,ENST00000334029,O43272-2	19125	ENSMUST00000003620,Q9WU79
5626	ENST00000308304,O75360	19127	ENSMUST00000051159,P97458
5627	ENST00000650591,ENST00000394236,P07225	19128	ENSMUST00000023629,Q08761
5629	Q92786	19130	P48437,ENSMUST00000010319,ENSMUST00000175916
5630	ENST00000257860,P41219-2,P41219	19132	ENSMUST00000024249,ENSMUST00000230021,ENSMUST00000047104
5631	P60891,ENST00000372435,P60891-2	19139	ENSMUST00000033809,Q9D7G0
5634	P11908,ENST00000380668,ENST00000398491,P11908-2	110639	Q9CS42,ENSMUST00000026839
5635	ENST00000446526,Q14558-2,Q14558,ENST00000324684	67763	Q9D0M1,ENSMUST00000106391
5636	ENST00000542013,ENST00000610773,O60256,O60256-3,ENST00000419071,O60256-2,ENST00000536323,O60256-4,ENST00000268835	212627	ENSMUST00000151966,ENSMUST00000004955,Q8R574,ENSMUST00000168115
5638	O14668,ENST00000543642,ENST00000463135,ENST00000378628,O14668-2,ENST00000449135	546336	ENSMUST00000114025,ENSMUST00000114024,ENSMUST00000177904
5639	ENST00000543867,O14669,ENST00000246794	65116	Q8R182,ENSMUST00000007981
5641	Q99538-3,ENST00000557434,Q99538-2,ENST00000555699,Q99538,ENST00000393218,ENST00000334869	19141	O89017,ENSMUST00000021607
5648	P48740-4,ENST00000296280,ENST00000392470,ENST00000169293,P48740-2,ENST00000392472,P48740,P48740-3,ENST00000337774	17174	P98064-2,ENSMUST00000089883,ENSMUST00000229619,P98064
5649	ENST00000343529,P78509-2,P78509-3,P78509,ENST00000428762	19699	Q60841-3,Q60841,ENSMUST00000062372,Q60841-2
5650	P49862,ENST00000597707,P49862-2,ENST00000595820	23993	Q91VE3,ENSMUST00000032955
5651	ENST00000284885,P98073	19146	ENSMUST00000060402,P97435,ENSMUST00000023566
5652	Q16651-2,Q16651,ENST00000317508	76560	ENSMUST00000032988,ENSMUST00000206124
5654	ENST00000368984,Q92743	56213	ENSMUST00000006367,Q9R118
5655	ENST00000309958,ENST00000358789,O43240	69540	ENSMUST00000014058
5657	ENST00000234347,P24158	19152	Q61096,ENSMUST00000006679
5660	P07602,P07602-2,ENST00000394936,P07602-3	19156	ENSMUST00000179238,Q61207,ENSMUST00000165878,ENSMUST00000105465
5662	A5PKW4,ENST00000020673,ENST00000611678,A5PKW4-2,ENST00000406432	73728	ENSMUST00000096029,Q5DTT2-2,Q5DTT2,Q5DTT2-3,ENSMUST00000041391
5663	ENST00000357710,ENST00000324501,P49768-5,ENST00000557511,ENST00000406768,P49768-2,P49768,P49768-6,P49768-7,P49768-4,P49768-3,ENST00000394164	19164	ENSMUST00000041806
5664	ENST00000366783,P49810-3,P49810,P49810-2,ENST00000422240	19165	Q61144-2,ENSMUST00000010753,ENSMUST00000111108,Q61144
5681	P11801,ENST00000291041	244631	Q91YA2,ENSMUST00000049699
5682	P25786-2,P25786,ENST00000418988,ENST00000396394	26440	ENSMUST00000033008,Q9R1P4
5683	P25787,ENST00000223321	19166	ENSMUST00000170836,P49722
5684	P25788-2,ENST00000216455,ENST00000557508,P25788,ENST00000412908	19167	O70435,ENSMUST00000160027
5685	ENST00000558281,P25789,ENST00000044462,ENST00000559365,ENST00000559082,ENST00000413382,ENST00000560217,P25789-2	26441	ENSMUST00000034848,Q9R1P0
5686	P28066-2,ENST00000271308,P28066	26442	ENSMUST00000090569,Q9Z2U1
5687	ENST00000261479,ENST00000554961,P60900,ENST00000540871,ENST00000622405,P60900-3,P60900-2,ENST00000555764	26443	ENSMUST00000021412,ENSMUST00000163070,Q9QUM9
5688	O14818-4,ENST00000370873,O14818-2,O14818	26444	ENSMUST00000029082,Q9Z2U0,ENSMUST00000126021
5689	P20618,ENST00000262193	19170	ENSMUST00000014913,O09061
5690	P49721,ENST00000373237,ENST00000621781	26445	ENSMUST00000030642,Q9R1P3
5691	ENST00000620309,P49720,ENST00000619426,ENST00000613870	26446	ENSMUST00000103147,Q9R1P1
5692	P28070,ENST00000290541	19172	ENSMUST00000005923,P99026
5693	P28074-2,ENST00000493471,P28074-3,P28074,ENST00000425762,ENST00000361611	19173	O55234,ENSMUST00000022803
5694	P28072,ENST00000270586,ENST00000614486	19175	ENSMUST00000018430,Q60692
5695	ENST00000259457,Q99436-2,Q99436	19177	P70195,ENSMUST00000028083
5696	ENST00000374882,ENST00000374881,P28062,P28062-2	16913	P28063,ENSMUST00000025196
5697	P10082-2,ENST00000360085,P10082	217212	ENSMUST00000177304,Q9EPS2,ENSMUST00000017455
5698	P28065,P28065-2,ENST00000374859	16912	ENSMUST00000174576,P28076
5699	P40306,ENST00000358514	19171	ENSMUST00000034369,O35955
5700	P62191-2,ENST00000261303,P62191	19179	P62192,ENSMUST00000021595
5701	ENST00000292644,P35998,ENST00000457587,P35998-2	19181	P46471,ENSMUST00000030769
5702	P17980	19182	ENSMUST00000067663,O88685
5704	ENST00000601697,ENST00000157812,ENST00000455878,P43686,P43686-2	23996	ENSMUST00000032824,P54775
5705	P62195-2,P62195,ENST00000585242,ENST00000310144	19184	ENSMUST00000021049,P62196
5706	P62333,ENST00000445930	67089	ENSMUST00000022380,P62334
5707	ENST00000431051,Q99460,Q99460-2,ENST00000308696,ENST00000373635	70247	Q3TXS7,ENSMUST00000027432
5708	Q13200,ENST00000439383,Q13200-3,Q13200-2,ENST00000310118,ENST00000435761	21762	ENSMUST00000007212,ENSMUST00000172207,Q8VDM4
5709	O43242,ENST00000264639,O43242-2	22123	P14685,ENSMUST00000017365
5710	P55036-2,ENST00000368884,ENST00000368881,P55036	19185	ENSMUST00000107237,ENSMUST00000071664,O35226,O35226-3,O35226-4,O35226-2,O35226-5
5711	ENST00000210313,Q16401-2,Q16401,ENST00000373904	66998	ENSMUST00000028225,Q8BJY1
5713	ENST00000219313,P51665	17463	ENSMUST00000044106,P26516
5714	P48556	57296	Q9CX56
5715	ENST00000542602,O00233-3,O00233,ENST00000541212,O00233-2	67151	ENSMUST00000100729,Q9CR00
5716	O75832-2,ENST00000361815,ENST00000217958,O75832	53380	Q9Z2X2,ENSMUST00000033805
5717	O00231-2,O00231,ENST00000261712,ENST00000457654	69077	ENSMUST00000017572,Q8BG32
5718	ENST00000356126,ENST00000357146,O00232-2,O00232	66997	ENSMUST00000021063,Q9D8W5
5719	Q9UNM6,Q9UNM6-2,ENST00000532097,ENST00000431206	23997	Q9WVJ2,ENSMUST00000026560
5720	Q06323-3,ENST00000561435,Q06323,ENST00000206451,ENST00000382708,Q06323-2	19186	P97371,ENSMUST00000174259
5721	ENST00000216802,Q9UL46	19188	ENSMUST00000161807
5723	ENST00000275605,ENST00000421626,ENST00000437355,ENST00000395471,P78330	100678	Q99LS3,ENSMUST00000031399
5724	ENST00000305392,ENST00000539896,ENST00000373857,P25105	19204	ENSMUST00000070690,Q62035
5725	P26599-3,ENST00000356948,ENST00000394601,P26599-2,ENST00000349038,P26599	19205	ENSMUST00000165704,ENSMUST00000172282,ENSMUST00000095457
5726	P59533	387513	Q7TQA6
5727	ENST00000331920,ENST00000429896,Q13635-3,ENST00000421141,Q13635-4,ENST00000468211,ENST00000418258,Q13635-2,Q13635,ENST00000437951,ENST00000375274	19206	ENSMUST00000021921,ENSMUST00000192155,Q61115
5728	P60484-2,P60484-3,ENST00000371953,P60484	19211	ENSMUST00000013807,O08586
5729	ENST00000306051,Q13258,Q13258-2,ENST00000553372	19214	P70263,ENSMUST00000095959
5730	ENST00000371625,P41222	19215	O09114,O09114-2,ENSMUST00000015234
5731	ENST00000292513,P34995	19216	ENSMUST00000019608,P35375
5732	P43116,ENST00000245457	19217	ENSMUST00000046891,Q62053
5733	ENST00000370931,P43115-4,ENST00000628037,ENST00000497146,P43115-5,P43115-2,ENST00000370924,ENST00000306666,ENST00000356595,P43115-8,P43115-3,P43115-10,P43115-7,P43115,P43115-11,ENST00000479353,P43115-9,ENST00000361210,P43115-6,P43115-12,ENST00000460330	19218	ENSMUST00000041175,ENSMUST00000173533
5734	P35408,ENST00000302472	19219	P32240,ENSMUST00000120563,ENSMUST00000047379
5737	P43088-5,P43088-4,P43088-3,P43088-7,P43088-2,ENST00000370757,P43088,ENST00000370756,P43088-6	19220	ENSMUST00000029670,P43117
5738	ENST00000393203,Q9P2B2	19221	ENSMUST00000102694,Q9WV91
5739	ENST00000291294,P43119	19222	P43252,ENSMUST00000144408
5740	ENST00000244043,Q16647	19223	O35074,ENSMUST00000018113
5741	P01270,ENST00000282091	19226	ENSMUST00000079793
5742	ENST00000373698,P23219-4,P23219-6,P23219-5,ENST00000643810,ENST00000223423,P23219-3,ENST00000540753,P23219-2,ENST00000619306,ENST00000362012,P23219	19224	ENSMUST00000062069,P22437
5743	P35354,ENST00000367468	19225	ENSMUST00000035065,Q05769
5744	P12272,P12272-2,ENST00000395868,ENST00000545234,P12272-3,ENST00000201015	19227	ENSMUST00000052296
5745	Q03431,ENST00000449590	19228	P41593,ENSMUST00000166716,ENSMUST00000198865,ENSMUST00000006005
5746	ENST00000272847,ENST00000617735,P49190	213527	ENSMUST00000027083,Q91V95
5747	ENST00000340930,Q05397-2,Q05397-6,ENST00000519993,ENST00000521059,Q05397-4,ENST00000430260,Q05397-5,Q05397,Q05397-3,ENST00000522684,ENST00000520892,ENST00000523539,Q05397-7,ENST00000519654,ENST00000395218,ENST00000521986,ENST00000520045	14083	P34152-8,P34152-4,ENSMUST00000110036,P34152-7,P34152-5,P34152,P34152-9,P34152-2,P34152-6
5753	ENST00000217185,ENST00000542869,Q13882-2,Q13882	20459	Q64434,ENSMUST00000016511
5754	Q13308-6,ENST00000481273,Q13308-4,ENST00000230419,ENST00000349241,ENST00000230418,ENST00000470019,ENST00000352931,ENST00000345201,Q13308,Q13308-5,Q13308-3,Q13308-2	71461	Q8BKG3,ENSMUST00000044442
5756	Q12792,ENST00000548315,ENST00000552521,ENST00000395510,ENST00000547459,Q12792-3,Q12792-4	19230	ENSMUST00000023087,Q91YR1
5757	ENST00000409115,P06454-2,P06454,ENST00000341369	19231	P26350,ENSMUST00000045897
5763	P20962,ENST00000389462,ENST00000309083	69202	Q9D0J8,ENSMUST00000032216
5764	ENST00000348225,P21246	19242	P63089,ENSMUST00000101534
5768	O00391-2,ENST00000367600,O00391,ENST00000367602	104009	Q8BND5,ENSMUST00000035325,Q8BND5-2,Q8BND5-3,Q8BND5-4,ENSMUST00000194632
5770	P18031,ENST00000371621,ENST00000541713	19246	ENSMUST00000029053,P35821
